ProductId,ItemId,Brand,Category,ProductType,Colour,Material,ProductTitle,Image,ImageURL,MainImageId
3071,B07DB968V1,Ravenna Home,Table,TABLE,Rustic White,Solid pine and medium-density fibreboard,"Amazon Brand - Ravenna Home Amber Rustic Farmhouse White Storage Console Table, 48""W, Natural and White",B07DB968V1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/3d/3d75811b.jpg,71pIH7-UelL
3072,B07F2P4ZXM,Amazon Brand - Solimo,Kitchen,KITCHEN,Black,Hard Anodised Aluminium,"Amazon Brand - Solimo Hard Anodized Sauce Pan, 16cm/ 1.5L, (Induction and Gas Compatible), Black",B07F2P4ZXM.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/7c/7c807c01.jpg,71MfPrXbWLL
3073,B073NZQR38,Rivet,Wall Art,WALL_ART,Espresso,canvas,"Amazon Brand - Rivet Splattered Grey Wolf Canvas Wall Art, Espresso Frame, 17.75"" x 21.75""",B073NZQR38.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f8/f851c788.jpg,81gsXtdkeGL
3074,B0852118JZ,Movian,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,White,Madera,Movian GW-Oslo Sideboard 3216,B0852118JZ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c7/c7e04923.jpg,71WxI8KbubL
3075,B07B7J42PQ,Stone & Beam,Table,TABLE,Weathered Taupe Gray,metal,"Amazon Brand - Stone & Beam Gazelle Rustic Metal Nesting Side End Tables, 22""W, Set of 3, Weathered Taupe Gray",B07B7J42PQ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/72/7223d042.jpg,91doXoE98+L
3076,B0851ZLN7T,Movian,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Brown,Legno,Movian GW-LISSABON Coat Rack Panel 3475,B0851ZLN7T.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ba/ba8e480d.jpg,91riO-c+uJL
3077,B07Y57VHV1,Amazon Basics,Kitchen,KITCHEN,Turquoise,Unknown Material,"AmazonBasics Ceramic Non-Stick 12-Piece Cookware Set, Turquoise - Pots, Pans and Utensils",B07Y57VHV1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/fe/fe9d9cfc.jpg,81FqVM6bAcL
3078,B00AW64W2O,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Silver,metal,"Italian Sterling Silver Rhodium Plated Diamond Cut Oval and Round Beads Mezzaluna Chain Ankle Bracelet, 10""",B00AW64W2O.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ec/ecf3c2b8.jpg,71oglrlVu7L
3079,B07FSGHKW7,UMI,Kitchen,KITCHEN,Unknown Color,Crystal,"Umi Champagne Flute Red Wine Glasses Lead Free 8oz Set of 2 with Clear Long Crystal Diamond Stem - Birthday, Anniversary or Wedding Gifts",B07FSGHKW7.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d7/d7beb0c5.jpg,51UeT-WSAZL
3080,B07QFB3M6B,Stone & Beam,Rug,RUG,Pink/Green,stone,"Amazon Brand - Stone & Beam Modern Global Ikat Area Rug 4' x 6', Pink and Green",B07QFB3M6B.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/39/39a52159.jpg,A1O3bwDAbXL
3081,B07DMJN8H3,2L Lifestyle,Table,TABLE,Brown,Wood,"2L Lifestyle Shelburne Accent Console Table, Small, Brown",B07DMJN8H3.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a5/a541cc11.jpg,91mCFaWA3YL
3082,B075YPKYM1,Rivet,Chair,CHAIR,Navy (Seat),Polyester,"Amazon Brand - Rivet Roger Set of 2 Mid-Century Modern 2-Tone Accent Dining Room Kitchen Chairs, 34.8 Inch Height, Grey and Navy Blue",B075YPKYM1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a7/a7d99104.jpg,91TKh7TAQbL
3083,B07GDMC6LX,Rivet,Table,TABLE,Walnut Veneer,"MDF with walnut veneer, polished stainless steel","Amazon Brand - Rivet 1-Drawer End/Side Table, 40 x 40 x 54cm, MDF with Walnut Veneer/Polished Stainless Steel Frame",B07GDMC6LX.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c9/c9f764ca.jpg,61lNCJr6mHL
3084,B00F6RCMGC,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Silver,Metal,"Sterling Silver Elephant Necklace, 18""",B00F6RCMGC.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e9/e9083db3.jpg,61vMWE+kMbL
3085,B01ITE3PRI,Amazon Collection,Finering,FINERING,Unknown Color,Unknown Material,10 K( 1 / 10cttwk-li3),B01ITE3PRI.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/46/468b65e1.jpg,617Cm6lwrqL
3086,B07QK2JLGZ,Stone & Beam,Table,TABLE,Grey Taupe Wood,Acrylic,"Amazon Brand - Stone & Beam Seahurst Nightstand, 30""W, Grey Taupe",B07QK2JLGZ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/8c/8c56a7f3.jpg,81WkhGWTG7L
3087,B076HS68WW,AmazonBasics,Kitchen,KITCHEN,stainless-steel,stainless steel,AmazonBasics 12-Piece Stainless Steel Cookware Set,B076HS68WW.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/4d/4db1f745.jpg,81BApxvF9iL
3088,B000RH1HO4,Pinzon by Amazon,Home,HOME,Taupe,egyptian cotton,"Pinzon Hotel Stitch 400-Thread-Count Egyptian Cotton Sateen 12-By-18-Inch Boudoir Pillow, Taupe",B000RH1HO4.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/36/36026e17.jpg,71Mk8eqbvPS
3089,B0854LN1PP,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicone,Amazon Brand - Solimo Designer Head Phone UV Printed Soft Back Case Mobile Cover for Tecno Camon 12 Air,B0854LN1PP.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/93/93de4b56.jpg,61lxvGDKmsL
3090,B08BVHQX1H,Amazon Brand - Solimo,Kitchen,KITCHEN,Stainless Steel,Stainless Steel,"Amazon Brand - Solimo Tri-ply Stainless Steel Induction Base Sauce Pot with Steel lid (22cm, 4.2L)",B08BVHQX1H.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/b6/b6387c15.jpg,71bmA3OwUyL
3091,B002TOL8J2,Amazon Collection,Fineearring,FINEEARRING,Unknown Color,metal,Sterling Silver 2.5x40 Starburst Diamond-Cut Click Top Hoop Earrings,B002TOL8J2.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ec/ecc968e2.jpg,71JblS--B4L
3092,B071X43YBB,Amazon Brand - Solimo,Kitchen,KITCHEN,White,Plastic,Amazon Brand - Solimo 1000-Watt Dry Iron (White and Blue),B071X43YBB.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/1e/1ec933d0.jpg,71OUVFk+LdL
3093,B07DBB7831,Ravenna Home,Table,TABLE,Grey,Pine,"Amazon Brand - Ravenna Home Angela Modern Turned Wood Leg Side Table Nightstand, 20""W, Grey",B07DBB7831.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f2/f20024e0.jpg,61fLSXrMsQL
3094,B00Q7O9LK8,AmazonBasics,Home Bed And Bath,HOME_BED_AND_BATH,Cream,Microfiber,"AmazonBasics Lightweight Super Soft Easy Care Microfiber Sheet Set with 16"" Deep Pockets - Full, Cream",B00Q7O9LK8.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/dc/dc30438b.jpg,610Jfjm-w8L
3095,B012SZZM70,Amazon Collection,Finering,FINERING,Platinum Plated Silver,metal,"Platinum-Plated Sterling Silver Princess-Cut 3-Stone Ring made with Swarovski Zirconia (1 cttw), Size 9",B012SZZM70.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/74/7467bcf9.jpg,71QHgmKV3BL
3096,B00GBWF3IA,Strathwood by Amazon.com,Table,TABLE,Grey,eucalipto,"Strathwood - mesa de centro de madera dura, color gris",B00GBWF3IA.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e6/e689c8bd.jpg,71ksPB-i06L
3097,B08569THP1,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicon,Amazon Brand - Solimo Designer Boy Shoes Pattern UV Printed Soft Back Case Mobile Cover for Lenovo A6000,B08569THP1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/24/24af413f.jpg,7150mqHjMYL
3098,B08BXNDPYR,Amazon Brand - Solimo,Kitchen,KITCHEN,Black,Aluminium,"(Renewed) Amazon Brand - Solimo Non Stick Appam Patra (12 pits, 2 layer coating)",B08BXNDPYR.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/b1/b1825161.jpg,513JIHW7s0L
3099,B07RSDR2K9,Amazon Brand - Symactive,Shoes,SHOES,Grey,Mesh,Amazon Brand - Symactive Men's Grey Running Shoes-7 UK (SYM-YS-014C),B07RSDR2K9.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/98/98da96d4.jpg,81tx57xUhrL
3100,B07SMJXGSW,Alkove,Table,TABLE,Chene Sauvage,Oak,"Marque Amazon - Alkove Hayes - Table basse a etagere, 70 x 70 x 45 cm, Chene sauvage",B07SMJXGSW.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9b/9b3aa342.jpg,71+7aAJzx-L
3101,B086KJFBJG,Stone & Beam,Chair,CHAIR,Chestnut,Faux Leather,"Stone & Beam Modern Swivel Chair, 22.8""W, Brown (Renewed)",B086KJFBJG.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/3d/3dbbbe49.jpg,81VJXVpDzjL
3102,B07BHHJT6Q,AmazonBasics,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Black,Metal,"AmazonBasics Steel Mattress Foundation / Alternative to Traditional Box Spring for Twin Size Bed - 5-Inch, Twin",B07BHHJT6Q.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e1/e1cfefe4.jpg,81m5lUDc3NL
3103,B073P5SYYF,Stone & Beam,Wall Art,WALL_ART,Black,wood,"Amazon Brand - Stone & Beam Modern Black and White Print Wall Art of Forest Snow, White Frame, 12"" x 12""",B073P5SYYF.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e3/e3774484.jpg,A1dNVnkeXpL
3104,B073594C4N,Amazon Collection,Finering,FINERING,Rose Gold Plated Silver,Not Applicable,"Rose Gold-Plated Sterling Silver Swarovski Zirconia Round Solitaire Ring, Size 7",B073594C4N.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ca/cafea906.jpg,61agZIkh7EL
3105,B000IL7ODW,Amazon Collection,Fineearring,FINEEARRING,white,metal,"IGI-Certified 18k White Gold Round Cut Diamond Stud Earrings (1/3 cttw, H-I Color, SI1-SI2 Clarity)",B000IL7ODW.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f0/f0f7733a.jpg,61atruvxmvL
3106,B00MHUUKME,Pinzon by Amazon,Home Bed And Bath,HOME_BED_AND_BATH,Gris Chine,Melange Cotton Yarn,"Pinzon by Amazon Bettwascheset, Jersey, Grau-meliert-gestreift, 260x220 cm und 2 Kissenbezuge (50x75cm)",B00MHUUKME.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/2b/2bd9c47b.jpg,719k-lkLdAL
3107,B07DBM2JKL,Eono,Kitchen,KITCHEN,Unknown Color,Fabric,EONO Insulated Bag Large Capacity Insulated Lunch Bag Reusable,B07DBM2JKL.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/b0/b0284c72.jpg,81MNYtZYxjL
3108,B0861Y1RQS,UMI,Table,TABLE,Wood Top,Wooden top,UMI. by Amazon C Shaped Wood Sofa Side End Table Industrial Style for Living Room Modern Bedroom,B0861Y1RQS.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/83/838fd118.jpg,513CVH9COKL
3109,B000G22BTA,Pinzon by Amazon,Kitchen,KITCHEN,Unknown Color,Unknown Material,Pinzon 4 Pc Bowl Set,B000G22BTA.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/bb/bb7f7855.jpg,81zzfLBnOIS
3110,B07Z4Y7WSR,AmazonBasics,Kitchen,KITCHEN,Black,Bois,AmazonBasics Panier a fruit en fil metallique sur socle en bois,B07Z4Y7WSR.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/cd/cd4d5b9e.jpg,81vbNz7WsbL
3111,B0843YGMSC,LEONE,Shoes,SHOES,Light Grey,Mesh,LEONE Men's Light Grey Running Shoes-7 UK (41 EU) (L613LIGHT GREY7),B0843YGMSC.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9b/9b308d45.jpg,71XbM0JlHzL
3112,B0854LFP57,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicone,Amazon Brand - Solimo Designer Head Phone UV Printed Soft Back Case Mobile Cover for Lenovo K10 Plus,B0854LFP57.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d4/d42ebf56.jpg,61dYXjilFYL
3113,B07DBG898M,Ravenna Home,Chair,CHAIR,Dark Grey,Polyester,"Amazon Brand - Ravenna Home Amanda Curved Arm Upholstered Chair, 32.5""W, Light Grey",B07DBG898M.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/7e/7e5ebe6d.jpg,A18yNUGvt3L
3114,B00MGSGAIK,Pinzon by Amazon,Home Bed And Bath,HOME_BED_AND_BATH,Verde,Cotone,"Pinzon by Amazon 'Everyday' Spannbetttuch, Baumwolle, 100 x 200 x 20 cm - Grun",B00MGSGAIK.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ce/cea659da.jpg,817r+lAV4EL
3115,B0732DWG8K,Stone & Beam,Rug,RUG,Rust,wool,"Amazon Brand - Stone & Beam Contemporary Mode Tone Wool Runner Rug, 2' 6"" x 8', Rust",B0732DWG8K.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/3e/3ec994ce.jpg,B19NAisOlHS
3116,B01IQU0GDQ,Amazon Collection,Finering,FINERING,White,Metal,"Amazon CollectionPlatinum-Plated Sterling Silver Swarovski Zirconia Heart Antique Ring, Size 9",B01IQU0GDQ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/93/93134af5.jpg,81u6wCZ4e6L
3117,B07XDY25Z7,Klepe,Shoes,SHOES,NAVY,Mesh,Klepe Men's Running Shoes-9 UK (43 EU) (10 US) (AD3989B/NVY),B07XDY25Z7.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/87/87cbaed1.jpg,81jfx6qJipL
3118,B00MGSKFIG,Pinzon by Amazon,Home Bed And Bath,HOME_BED_AND_BATH,Lila,100% cotton,"Pinzon by Amazon 'Everyday' Sabana bajera ajustable, 100% algodon, Lila, 90 x 200 x 30 cm",B00MGSKFIG.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e6/e6927d51.jpg,81witFRk24L
3119,B000FVU9Z0,Pinzon by Amazon.com,Home,HOME,Butter,Flannel,"Pinzon 190-Gram Velvet Flannel California King Bed Sheet Set, Butter",B000FVU9Z0.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/06/06030f2d.jpg,91Cp26h3I6S
3120,B081K616G6,Amazon Brand - Solimo,Home,HOME,Multicolor,Plastic,"Amazon Brand - Solimo Plastic Multipurpose Modular Drawer, 5 Racks, Multicolor",B081K616G6.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/0f/0f57ff98.jpg,71GnpkDYLLL
3121,B008EQ9HAG,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Silver,Metal,"Sterling Silver Cursive Script Initial ""D"" Pendant Necklace, 18""",B008EQ9HAG.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/b0/b084ed17.jpg,71iqNsrQS9L
3122,B07BW8PYZ9,Stone & Beam,Sofa,SOFA,Dark Tan,stone,"Amazon Brand - Stone & Beam Andover Modern Left U-Sectional Sofa, 134""W, Dark Tan",B07BW8PYZ9.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c1/c133d8ca.jpg,81C2xXB-O2L
3123,B075YLSBMR,Rivet,Wall Art,WALL_ART,Multicolor,wood,"Amazon Brand - Rivet Modern Right Facing Palm Frond Leaf Print Framed Wall Art Decor - 15 x 21 Inch Frame, Wood-Tone",B075YLSBMR.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/83/83d615e0.jpg,81nwhkLlTqL
3124,B076BSRG3V,Amazon Brand - Solimo,Home Bed And Bath,HOME_BED_AND_BATH,Geometric Maze,Polyester,"Amazon Brand - Solimo Geometric Maze Microfibre Printed Comforter, Single, 200 GSM, Blue and Green",B076BSRG3V.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/34/342b806e.jpg,91f3lnYjHPL
3125,B081FGVB85,Amazon Brand - Solimo,Home,HOME,Medical Blue,Fabric,"Amazon Brand - Solimo Fabric Storage Box, Small, Set of 3, Medical Blue",B081FGVB85.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/72/72272d2f.jpg,5107124VfYL
3126,B07LC8RZK5,Amazon Brand - Solimo,Table,TABLE,Imperial Teak,Engineered Wood,Amazon Brand - Solimo Polaris Engineered Wood Bed Side Table (Walnut Finish),B07LC8RZK5.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/29/29db874d.jpg,81JTDQkqqGL
3127,B00FRIJJDY,Amazon Collection,Finering,FINERING,Platinum-Plated,Metal,"Platinum-Plated Sterling Silver Swarovski Zirconia Channel Princess All-Around Eternity Ring, Size 6",B00FRIJJDY.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/63/63345877.jpg,71JtWTOeMDL
3128,B07HSCRG8T,Stone & Beam,Table,TABLE,Unknown Color,Metal,"Amazon Brand - Stone & Beam Industrial Round End Pedestal Table, 16.14""W, Gunmetal",B07HSCRG8T.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ca/cab9fd5f.jpg,71A598i27WL
3129,B00EQ5GBYO,Pinzon by Amazon,Home Bed And Bath,HOME_BED_AND_BATH,Bijou Blau,Baumwolle,"Pinzon Ultrasoft 300 Percale Cotton Fitted Sheet, Sky Blue, 90 x 200 x 30 cm",B00EQ5GBYO.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/7e/7ee2af13.jpg,912NCCQk49L
3130,B073P1H6B6,Rivet,Wall Art,WALL_ART,Multi,canvas,"Amazon Brand - Rivet Blue European Doorway Print on Canvas, 20"" x 30""",B073P1H6B6.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/8d/8d177af6.jpg,919jTvq1HOL
3131,B00E1GYCBC,Amazon Collection,Fineearring,FINEEARRING,Stainless Steel,metal,Amazon CollectionStainless Steel Click-Top Closure Hoop Earrings (70mm Diameter),B00E1GYCBC.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ab/abe30ffc.jpg,61zkmU3W5UL
3132,B0853YGDC5,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicon,Amazon Brand - Solimo Designer Sunshade UV Printed Soft Back Case Mobile Cover for Spice V801,B0853YGDC5.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d2/d21fdb6b.jpg,71uEtcKTsWL
3133,B0851ZZHR5,Movian,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Brown,Madera,Movian GW-CASTERA Coat Rack Panel 3924,B0851ZZHR5.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/cf/cfbd25f8.jpg,913yp-eWS-L
3134,B003DZ16KW,Amazon Essentials,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Yellow Gold Plated Sterling Silver,sterling-silver,"Amazon Essentials Yellow Gold Plated Sterling Silver Diamond Cut Rope Chain Necklace, 18",B003DZ16KW.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/bc/bcff5ed6.jpg,81xqRPF2JHL
3135,B00200K8K0,Amazon Essentials,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Sterling Silver,metal,"Amazon Essentials Sterling Silver Diamond Cut Rope Chain Necklace, 20""",B00200K8K0.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/2f/2f713cf5.jpg,81LByV1lbKL
3136,B004C046XG,Strathwood by Amazon.com,Chair,CHAIR,Natural stain finish,wood,Strathwood Hardwood Chaise Lounge,B004C046XG.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/b8/b8018d16.jpg,819DROiopwL
3137,B07V9RKSMS,Movian,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Beige,Particle board,"Amazon Brand - Movian Kyyvesi, Oak Finish Writing Desk, 120 x 62 x 89 cm",B07V9RKSMS.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/32/32977123.jpg,51J+H4VMiDL
3138,B07HZ6GDN1,Stone & Beam,Sofa,SOFA,Stone,Nylon,"Amazon Brand - Stone & Beam Bagley Sectional Component, Right-Facing Sofa Chaise, Fabric, 41""W, Stone",B07HZ6GDN1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/59/590efd40.jpg,616G8PodZcL
3139,B07W421VGL,Rivet,Table,TABLE,Grey,"ceramique, verre de couleur grise et metal","Marque Amazon - Rivet Table d'appoint ronde avec etagere, 43 x 43 cm, Finition ceramique/verre",B07W421VGL.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/8e/8e55c5fe.jpg,718WjPsE2lL
3140,B072JG1RRT,Stone & Beam,Chair,CHAIR,Deep Grey,Polyester; Wood frame,"Amazon Brand - Stone & Beam Sascha Removable Cushion Wingback Accent Chair, 34.6""W, Deep Grey",B072JG1RRT.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/69/695de5e1.jpg,A1ogXugt6wL
3141,B073P1WWTS,Stone & Beam,Wall Art,WALL_ART,Multicolor,Paper,"Amazon Brand - Stone & Beam Modern Orange Floral Print Wall Art, Weathered Brown Frame, 18.5"" x 22.5""",B073P1WWTS.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/56/568bc68f.jpg,91NMldUS3kL
3142,B07B4CXVB8,Stone & Beam,Chair,CHAIR,Pewter,pewter,"Amazon Brand - Stone & Beam Andover Modern Living Room Accent Chair, 38""W, Pewter",B07B4CXVB8.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ff/ff92b1fa.jpg,91sKhEiWMdL
3143,B07HSJXXZ4,Stone & Beam,Wall Art,WALL_ART,Unknown Color,Acrylic,"Amazon Brand - Stone & Beam Framed Rustic Circle Wall Art Decor - 22 x 22 Inches, Brown and White",B07HSJXXZ4.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/aa/aa7f3c1a.jpg,91-s3j3d-4L
3144,B07SH7JMYZ,Alkove,Table,TABLE,Madera de Haya,Madera de ingenieria,"Marca Amazon - Alkove Hayes - Mesa de comedor fija de estilo clasico, 130 x 90 x 77 cm, madera de haya",B07SH7JMYZ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/78/786e1778.jpg,61VMeMQclqL
3145,B08GCFYPVZ,UMI,Home,HOME,Silver,vinyl,"UMI by Amazon One Way Mirror Window Film Non-Adhesive, Daytime Privacy Window Tint for Office Home, Anti UV Heat Control, Static Cling Reflective Window Stickers (Silver, 35.4 Inch x 8.2 Feet)",B08GCFYPVZ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/8a/8a685e70.jpg,51dH9rq78NL
3146,B000RGWFWS,Unknown,Home,HOME,Sage,Sateen,"Pinzon 400-Thread-Count 100% Cotton Sateen Hotel Satin Stitch California King Bed Skirt, Sage",B000RGWFWS.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d7/d7af40e9.jpg,81rRA0QBzOS
3147,B07YF8LZZQ,Solefit,Shoes,SHOES,GREY,Mesh,Solefit Men's Grey Running Shoes-8 UK (41 EU) (SLFT-1103),B07YF8LZZQ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/8e/8eb6e91a.jpg,81Q7ThefaaL
3148,B072FRNXQC,Rivet,Rug,RUG,Natural,sisal,"Amazon Brand - Rivet Woven Bordered Sisal Rug, 5' x 7', Natural",B072FRNXQC.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/12/12ec6d3d.jpg,A1Jns0dfMVL
3149,B07BDZJ9SG,Amazon Brand - Symbol,Shoes,SHOES,Orange,Canvas,Amazon Brand - Symbol Men's Orange Sneakers-11 UK/India (45 EU) (AZ-YS-200 B),B07BDZJ9SG.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/93/93f88668.jpg,815PlpJuEYL
3150,B073S8HCG6,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Red,Not Applicable,"Sterling Silver Created Ruby Vertical Four Stone Pendant Necklace, 18""",B073S8HCG6.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f3/f307344e.jpg,71KCoMm66cL
3151,B0719STLL8,Rivet,Rug,RUG,Charcoal,"Pile: 100% Polypropylene, Backing: 100% Jute","Amazon Brand - Rivet Charcoal Distressed Medallion Area Rug, 2' 8"" x 8'",B0719STLL8.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/5d/5d00c75b.jpg,A1RUY-g6U+L
3152,B079GYYZSL,find.,Shoes,SHOES,Unknown Color,Suede,find. Women's Suede Ankle Boots,B079GYYZSL.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9c/9cf78113.jpg,81nc8Yhy+tL
3153,B0735SF326,Stone & Beam,Rug,RUG,Unknown Color,wool,"Amazon Brand - Stone & Beam Vero Medallion Wool Area Rug, 5 x 8 Foot, Neutral Multi",B0735SF326.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/10/10f20e88.jpg,A17lZzEmroL
3154,B07QB8K19Z,Rivet,Rug,RUG,Orange/Blue,Cotton,"Amazon Brand - Rivet Handtufted Diamond-Patterned Cotton and Wool Area Rug, 4' x 6', Cream with Orange and Blue",B07QB8K19Z.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/21/2156a065.jpg,910VoTl5p1L
3155,B009HN6Y24,Amazon Collection,Fineearring,FINEEARRING,Yellow,Metal,14k Yellow Gold Twisted Oval Hoop Earrings,B009HN6Y24.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f0/f045208b.jpg,61XR2BYa58L
3156,B075HWJ4MF,Rivet,Wall Art,WALL_ART,Multicolor,canvas,"Amazon Brand - Rivet Mid Century Modern Geometric Abstract Mt. Ranier Wall Art Decor on Canvas - 18"" x 24""",B075HWJ4MF.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/17/17c13588.jpg,A1yCDtXpqgL
3157,B00FXW706C,Amazon Collection,Finering,FINERING,Platino (Platinum-plated),metal,"Amazon CollectionPlatinum-Plated Sterling Silver Swarovski Zirconia Princess-Cut Solitaire Ring (1 cttw), Size 7",B00FXW706C.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/af/af036b53.jpg,61rAtC36JtL
